,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
27,"('iprocedure', 0.2849675118923187)","('prdisease', 0.2210627943277359)","('posize', 0.14700932800769806)","('podisease', 0.12157586216926575)","('otreatment', 0.11047382652759552)","('pogender', 0.07719492167234421)","('idiagnostic', 0.0701373815536499)","('iss', 0.06401422619819641)","('idiagnostictest', 0.0625857412815094)","('prss', 0.06078845262527466)","('pophyconditon', 0.059255871921777725)","('opatient', 0.058234672993421555)","('poss', 0.049378108233213425)","('poage', 0.04691505804657936)","('idisease', 0.04278626665472984)","('poprocedure', 0.04149709269404411)","('poclinical', 0.040098242461681366)","('potreatment', 0.03514640033245087)","('pomedhistory', 0.02997458167374134)","('prbehavior', 0.02640649862587452)"
28,"('otreatment', 0.3777863681316376)","('iprocedure', 0.1272181272506714)","('opatient', 0.11603856831789017)","('idiagnostic', 0.055480968207120895)","('prss', 0.05467013269662857)","('prdisease', 0.053871527314186096)","('podisease', 0.05277843028306961)","('iss', 0.05238034948706627)","('poage', 0.051034506410360336)","('idiagnostictest', 0.04404367879033089)","('idisease', 0.040903422981500626)","('poss', 0.03911137580871582)","('posize', 0.037433285266160965)","('pophyconditon', 0.03484025597572327)","('pogender', 0.03413161635398865)","('potreatment', 0.03395380079746246)","('poprocedure', 0.03275573253631592)","('pomedhistory', 0.027775632217526436)","('prbehavior', 0.02718934789299965)","('poclinical', 0.024033810943365097)"
29,"('otreatment', 0.6699366569519043)","('opatient', 0.16145415604114532)","('iprocedure', 0.0964670181274414)","('prdisease', 0.07975897938013077)","('prss', 0.07395727187395096)","('idiagnostic', 0.0627623051404953)","('podisease', 0.057883914560079575)","('iss', 0.05660179629921913)","('poage', 0.05165569484233856)","('idisease', 0.051313094794750214)","('poprocedure', 0.04785240814089775)","('poss', 0.045998696237802505)","('idiagnostictest', 0.045237377285957336)","('pogender', 0.04517684504389763)","('posize', 0.04442475363612175)","('pophyconditon', 0.044254034757614136)","('potreatment', 0.040141511708498)","('poclinical', 0.03200254589319229)","('pomedhistory', 0.03075585886836052)","('prbehavior', 0.030071290209889412)"
30,"('iprocedure', 0.6538472175598145)","('posize', 0.09155425429344177)","('otreatment', 0.08020196110010147)","('idiagnostic', 0.07817726582288742)","('opatient', 0.06212162598967552)","('prdisease', 0.061637669801712036)","('iss', 0.06132001802325249)","('podisease', 0.061207011342048645)","('idiagnostictest', 0.056577395647764206)","('pogender', 0.055743508040905)","('poage', 0.054037656635046005)","('prss', 0.05387523025274277)","('pophyconditon', 0.047354426234960556)","('idisease', 0.047211840748786926)","('poss', 0.039737265557050705)","('poclinical', 0.03628339618444443)","('potreatment', 0.03360278904438019)","('poprocedure', 0.03151371330022812)","('pomedhistory', 0.031043458729982376)","('prbehavior', 0.02921830117702484)"
31,"('posize', 0.16084174811840057)","('iprocedure', 0.13260754942893982)","('podisease', 0.12627500295639038)","('otreatment', 0.11980940401554108)","('prdisease', 0.08408138155937195)","('poage', 0.07740712910890579)","('idiagnostic', 0.07093607634305954)","('opatient', 0.06882957369089127)","('pogender', 0.06535430997610092)","('iss', 0.06265100091695786)","('pophyconditon', 0.05713692680001259)","('poss', 0.050426896661520004)","('idiagnostictest', 0.04541478306055069)","('idisease', 0.0436742901802063)","('potreatment', 0.04272948205471039)","('prss', 0.037392113357782364)","('poclinical', 0.03392307087779045)","('poprocedure', 0.03181124106049538)","('pomedhistory', 0.030667750164866447)","('prbehavior', 0.030248800292611122)"
32,"('iprocedure', 0.53299480676651)","('otreatment', 0.08460118621587753)","('posize', 0.08013985306024551)","('idiagnostic', 0.07045639306306839)","('prdisease', 0.06096065789461136)","('opatient', 0.060008708387613297)","('podisease', 0.05856432020664215)","('iss', 0.05302351340651512)","('idiagnostictest', 0.04866579547524452)","('pogender', 0.048357877880334854)","('poage', 0.04802171140909195)","('prss', 0.046539150178432465)","('pophyconditon', 0.04200957342982292)","('idisease', 0.04084065183997154)","('poss', 0.035606589168310165)","('poclinical', 0.030841471627354622)","('potreatment', 0.02959432639181614)","('poprocedure', 0.02716599404811859)","('pomedhistory', 0.026750417426228523)","('prbehavior', 0.024195989593863487)"
33,"('posize', 0.27299609780311584)","('podisease', 0.21404771506786346)","('iprocedure', 0.2103872150182724)","('poage', 0.10454488545656204)","('pogender', 0.10439209640026093)","('prdisease', 0.10362394899129868)","('idiagnostic', 0.08713753521442413)","('pophyconditon', 0.08382923156023026)","('poss', 0.0767657533288002)","('otreatment', 0.07235629856586456)","('iss', 0.06909909844398499)","('idiagnostictest', 0.05927552655339241)","('opatient', 0.05444919317960739)","('potreatment', 0.04929786175489426)","('idisease', 0.046559613198041916)","('poclinical', 0.04239947348833084)","('poprocedure', 0.039391517639160156)","('prbehavior', 0.03932280093431473)","('prss', 0.03923167288303375)","('pomedhistory', 0.03573169559240341)"
34,"('iprocedure', 0.6951767802238464)","('posize', 0.14445078372955322)","('idiagnostic', 0.08058686554431915)","('prdisease', 0.07926814258098602)","('podisease', 0.0751572698354721)","('otreatment', 0.07052815705537796)","('pogender', 0.07002116739749908)","('iss', 0.06588821113109589)","('idiagnostictest', 0.06218531355261803)","('opatient', 0.05812004208564758)","('pophyconditon', 0.05472923442721367)","('poage', 0.05452120304107666)","('prss', 0.050906985998153687)","('idisease', 0.04775746539235115)","('poclinical', 0.043002381920814514)","('poss', 0.04159026965498924)","('poprocedure', 0.03524720296263695)","('potreatment', 0.034735485911369324)","('pomedhistory', 0.03369012475013733)","('prbehavior', 0.030127227306365967)"
35,"('iprocedure', 0.3181678354740143)","('podisease', 0.09715007990598679)","('posize', 0.08829235285520554)","('idiagnostic', 0.07468531280755997)","('poage', 0.06622825562953949)","('otreatment', 0.06380004435777664)","('prdisease', 0.06034344807267189)","('iss', 0.056870222091674805)","('opatient', 0.05440540239214897)","('idiagnostictest', 0.051952384412288666)","('poss', 0.050850845873355865)","('pophyconditon', 0.0505310520529747)","('pogender', 0.04867427423596382)","('prss', 0.04231139272451401)","('idisease', 0.04008951410651207)","('potreatment', 0.03236735612154007)","('pomedhistory', 0.029995709657669067)","('poclinical', 0.027486193925142288)","('prbehavior', 0.026926375925540924)","('poprocedure', 0.025820886716246605)"
36,"('podisease', 0.35352665185928345)","('poage', 0.20459632575511932)","('poss', 0.1615690141916275)","('posize', 0.13597150146961212)","('otreatment', 0.11573248356580734)","('pophyconditon', 0.10688982903957367)","('iprocedure', 0.09906385838985443)","('pogender', 0.09619898349046707)","('idiagnostic', 0.09548369795084)","('iss', 0.0882219597697258)","('prdisease', 0.0869278833270073)","('idiagnostictest', 0.08554191142320633)","('opatient', 0.08288947492837906)","('idisease', 0.07126486301422119)","('prss', 0.06290729343891144)","('prbehavior', 0.0628332793712616)","('potreatment', 0.06157480180263519)","('pomedhistory', 0.056937262415885925)","('poprocedure', 0.05391513183712959)","('poclinical', 0.04796499013900757)"
37,"('otreatment', 0.25081557035446167)","('iprocedure', 0.17497779428958893)","('opatient', 0.09839136153459549)","('idiagnostic', 0.05695623904466629)","('podisease', 0.054939791560173035)","('poage', 0.05056347697973251)","('iss', 0.05035794526338577)","('prdisease', 0.049267590045928955)","('prss', 0.04704654961824417)","('idiagnostictest', 0.04352901503443718)","('poss', 0.03957270085811615)","('posize', 0.039466265588998795)","('idisease', 0.03800112381577492)","('pophyconditon', 0.03494667261838913)","('pogender', 0.03422834724187851)","('potreatment', 0.03261563554406166)","('poprocedure', 0.029843349009752274)","('pomedhistory', 0.025829002261161804)","('prbehavior', 0.02544652856886387)","('poclinical', 0.023120125755667686)"
38,"('iprocedure', 0.712982714176178)","('posize', 0.1280405968427658)","('idiagnostic', 0.08264238387346268)","('prdisease', 0.07804213464260101)","('otreatment', 0.07541577517986298)","('podisease', 0.07094954699277878)","('pogender', 0.06751856952905655)","('iss', 0.06751444190740585)","('idiagnostictest', 0.06194230914115906)","('opatient', 0.06092196702957153)","('poage', 0.054366741329431534)","('prss', 0.054084595292806625)","('pophyconditon', 0.05358437821269035)","('idisease', 0.04956536367535591)","('poclinical', 0.04321108013391495)","('poss', 0.04270476847887039)","('poprocedure', 0.03648588806390762)","('potreatment', 0.03510477766394615)","('pomedhistory', 0.03407435491681099)","('prbehavior', 0.03033706732094288)"
39,"('otreatment', 0.5177270770072937)","('opatient', 0.1475399136543274)","('iprocedure', 0.11602888256311417)","('prss', 0.06373745203018188)","('iss', 0.06069258600473404)","('idiagnostic', 0.058899447321891785)","('prdisease', 0.0558156780898571)","('poage', 0.050897568464279175)","('podisease', 0.04914834350347519)","('idisease', 0.04868770018219948)","('idiagnostictest', 0.04447094723582268)","('posize', 0.041107434779405594)","('poss', 0.04082044959068298)","('pophyconditon', 0.04013422876596451)","('poprocedure', 0.03946433216333389)","('potreatment', 0.03937556594610214)","('pogender', 0.0390734001994133)","('pomedhistory', 0.03129062056541443)","('prbehavior', 0.031221013516187668)","('poclinical', 0.028848066926002502)"
