,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10,"('iprocedure', 0.24068120121955872)","('otreatment', 0.1257885843515396)","('podisease', 0.12128323316574097)","('posize', 0.08578970283269882)","('idiagnostic', 0.08021976053714752)","('opatient', 0.07743962854146957)","('poss', 0.07374055683612823)","('prdisease', 0.0667894184589386)","('pophyconditon', 0.06607275456190109)","('poage', 0.059638611972332)","('iss', 0.057271651923656464)","('pogender', 0.05339667946100235)","('idiagnostictest', 0.05130026116967201)","('poprocedure', 0.046512581408023834)","('prss', 0.04370884597301483)","('poclinical', 0.04196944832801819)","('potreatment', 0.041879672557115555)","('idisease', 0.040395595133304596)","('pomedhistory', 0.03697793558239937)","('prbehavior', 0.03373115882277489)"
11,"('iprocedure', 0.5856247544288635)","('otreatment', 0.12859709560871124)","('idiagnostic', 0.10835964232683182)","('podisease', 0.10753703862428665)","('posize', 0.10549777001142502)","('prdisease', 0.08866925537586212)","('opatient', 0.08639098703861237)","('iss', 0.07797930389642715)","('poage', 0.07186441868543625)","('idiagnostictest', 0.06816889345645905)","('poss', 0.06782325357198715)","('pophyconditon', 0.06248781457543373)","('pogender', 0.061661384999752045)","('poclinical', 0.06006962060928345)","('idisease', 0.054045334458351135)","('pomedhistory', 0.05156698077917099)","('prss', 0.0504300519824028)","('potreatment', 0.04982639104127884)","('poprocedure', 0.049244146794080734)","('prbehavior', 0.03886298090219498)"
12,"('otreatment', 0.32515814900398254)","('iprocedure', 0.15132242441177368)","('opatient', 0.11474131047725677)","('idiagnostic', 0.09692083299160004)","('podisease', 0.09608830511569977)","('prdisease', 0.09469176828861237)","('pophyconditon', 0.08262770622968674)","('poss', 0.08026532083749771)","('iss', 0.07385503500699997)","('poprocedure', 0.07123526185750961)","('posize', 0.060881298035383224)","('idisease', 0.05923786014318466)","('prss', 0.05810440331697464)","('pogender', 0.05759647116065025)","('idiagnostictest', 0.056786030530929565)","('poage', 0.05327249690890312)","('potreatment', 0.04240253195166588)","('poclinical', 0.042139340192079544)","('pomedhistory', 0.03901940584182739)","('prbehavior', 0.037000175565481186)"
13,"('iprocedure', 0.522308886051178)","('otreatment', 0.11841461807489395)","('podisease', 0.10939501225948334)","('idiagnostic', 0.09947890788316727)","('posize', 0.09524133801460266)","('opatient', 0.08163873106241226)","('prdisease', 0.07773686200380325)","('iss', 0.07167895138263702)","('poage', 0.0695105791091919)","('poss', 0.06809258460998535)","('idiagnostictest', 0.0637190192937851)","('pophyconditon', 0.06102235987782478)","('pogender', 0.05711354315280914)","('poclinical', 0.05492863059043884)","('pomedhistory', 0.04787439852952957)","('idisease', 0.04716351628303528)","('prss', 0.04665776342153549)","('poprocedure', 0.0458747074007988)","('potreatment', 0.04580521211028099)","('prbehavior', 0.03572123125195503)"
14,"('otreatment', 0.2958308160305023)","('iprocedure', 0.13974173367023468)","('opatient', 0.11907586455345154)","('podisease', 0.1044161319732666)","('idiagnostic', 0.09340056031942368)","('prdisease', 0.09138954430818558)","('pophyconditon', 0.08685614168643951)","('poss', 0.08453868329524994)","('poprocedure', 0.07465124130249023)","('iss', 0.07311513274908066)","('posize', 0.06550511717796326)","('pogender', 0.06487078964710236)","('idisease', 0.058692898601293564)","('prss', 0.05805527791380882)","('poage', 0.05682177096605301)","('idiagnostictest', 0.0559522770345211)","('potreatment', 0.042938895523548126)","('poclinical', 0.04261668398976326)","('pomedhistory', 0.0403113067150116)","('prbehavior', 0.03898262605071068)"
15,"('otreatment', 0.2830878794193268)","('iprocedure', 0.14608268439769745)","('podisease', 0.10908851027488708)","('opatient', 0.10740597546100616)","('idiagnostic', 0.09140893071889877)","('prdisease', 0.08566286414861679)","('poss', 0.07969207316637039)","('pophyconditon', 0.0796714574098587)","('iss', 0.07041656970977783)","('posize', 0.06438179314136505)","('poprocedure', 0.0642169937491417)","('prss', 0.054616108536720276)","('idisease', 0.054274480789899826)","('pogender', 0.05356518179178238)","('idiagnostictest', 0.05255119875073433)","('poage', 0.050785597413778305)","('poclinical', 0.042866308242082596)","('potreatment', 0.04177567735314369)","('pomedhistory', 0.036184053868055344)","('prbehavior', 0.03577812761068344)"
16,"('otreatment', 0.28024113178253174)","('iprocedure', 0.14192958176136017)","('opatient', 0.10795009136199951)","('podisease', 0.10600578039884567)","('idiagnostic', 0.09042255580425262)","('prdisease', 0.08591797947883606)","('pophyconditon', 0.08003226667642593)","('poss', 0.07970153540372849)","('iss', 0.06929981708526611)","('posize', 0.06518598645925522)","('poprocedure', 0.0650198757648468)","('pogender', 0.05615245923399925)","('idisease', 0.05516291782259941)","('prss', 0.05499768257141113)","('poage', 0.05309535190463066)","('idiagnostictest', 0.05253709852695465)","('poclinical', 0.04202039912343025)","('potreatment', 0.04165755584836006)","('pomedhistory', 0.03737674653530121)","('prbehavior', 0.03618301451206207)"
17,"('otreatment', 0.2924812436103821)","('iprocedure', 0.13597366213798523)","('opatient', 0.12031129747629166)","('podisease', 0.10748200118541718)","('idiagnostic', 0.09326757490634918)","('prdisease', 0.09069745242595673)","('pophyconditon', 0.08612325042486191)","('poss', 0.0846782997250557)","('iss', 0.07291310280561447)","('poprocedure', 0.07247072458267212)","('posize', 0.06380092352628708)","('pogender', 0.060340091586112976)","('idisease', 0.05829349160194397)","('prss', 0.05737682804465294)","('poage', 0.05516086146235466)","('idiagnostictest', 0.054334525018930435)","('potreatment', 0.043729089200496674)","('poclinical', 0.04324040189385414)","('pomedhistory', 0.04060327261686325)","('prbehavior', 0.03800320252776146)"
18,"('posize', 0.32268795371055603)","('iprocedure', 0.19352994859218597)","('podisease', 0.17121118307113647)","('otreatment', 0.13676801323890686)","('poage', 0.1163773387670517)","('opatient', 0.10739361494779587)","('poss', 0.09173723310232162)","('idiagnostic', 0.091452956199646)","('prdisease', 0.08519409596920013)","('pogender', 0.08339724689722061)","('iss', 0.07829636335372925)","('idiagnostictest', 0.07420846819877625)","('pophyconditon', 0.0725959837436676)","('potreatment', 0.06683806329965591)","('prss', 0.06292452663183212)","('poclinical', 0.06185133010149002)","('pomedhistory', 0.06180895119905472)","('idisease', 0.0603032112121582)","('poprocedure', 0.05085711181163788)","('prbehavior', 0.04614685848355293)"
19,"('otreatment', 0.3358294367790222)","('iprocedure', 0.1546211838722229)","('opatient', 0.1091959998011589)","('prdisease', 0.10207607597112656)","('idiagnostic', 0.10000313073396683)","('podisease', 0.09600458294153214)","('iss', 0.07814446836709976)","('poss', 0.07512211799621582)","('pophyconditon', 0.07369273900985718)","('posize', 0.0662679448723793)","('poprocedure', 0.0650346502661705)","('idisease', 0.06358881294727325)","('prss', 0.06299025565385818)","('idiagnostictest', 0.056830234825611115)","('poage', 0.056078940629959106)","('pogender', 0.053854357451200485)","('poclinical', 0.04584157466888428)","('potreatment', 0.044765111058950424)","('pomedhistory', 0.040990591049194336)","('prbehavior', 0.03807183355093002)"
20,"('iprocedure', 0.17788635194301605)","('otreatment', 0.16143089532852173)","('posize', 0.11770255118608475)","('podisease', 0.11462828516960144)","('opatient', 0.0961524024605751)","('poss', 0.08532191067934036)","('pogender', 0.08097612857818604)","('pophyconditon', 0.07834212481975555)","('idiagnostic', 0.07338947802782059)","('prdisease', 0.06948527693748474)","('poage', 0.06859051436185837)","('iss', 0.06129968538880348)","('idiagnostictest', 0.06031353399157524)","('poprocedure', 0.057571761310100555)","('prss', 0.047708526253700256)","('idisease', 0.044534310698509216)","('poclinical', 0.04293437302112579)","('pomedhistory', 0.042335160076618195)","('potreatment', 0.041438814252614975)","('prbehavior', 0.039726171642541885)"
21,"('iprocedure', 0.5243197083473206)","('otreatment', 0.13001355528831482)","('podisease', 0.10722839087247849)","('posize', 0.09717699885368347)","('idiagnostic', 0.09580530226230621)","('opatient', 0.0829467624425888)","('prdisease', 0.07973644137382507)","('iss', 0.07278653234243393)","('poage', 0.06796830892562866)","('poss', 0.0649840384721756)","('idiagnostictest', 0.06311245262622833)","('pophyconditon', 0.05899975448846817)","('pogender', 0.05725010484457016)","('poclinical', 0.05475267395377159)","('pomedhistory', 0.048536237329244614)","('idisease', 0.047053262591362)","('prss', 0.04506570100784302)","('poprocedure', 0.04444882646203041)","('potreatment', 0.04379228129982948)","('prbehavior', 0.03486134856939316)"
22,"('iprocedure', 0.521009087562561)","('otreatment', 0.12683413922786713)","('podisease', 0.10735638439655304)","('idiagnostic', 0.0991608053445816)","('posize', 0.0910973772406578)","('opatient', 0.08315879851579666)","('prdisease', 0.080743208527565)","('iss', 0.07101395726203918)","('poss', 0.0662953108549118)","('poage', 0.06516394019126892)","('idiagnostictest', 0.06372940540313721)","('pophyconditon', 0.06252333521842957)","('pogender', 0.05677170306444168)","('poclinical', 0.0530027337372303)","('idisease', 0.04777439311146736)","('poprocedure', 0.047766540199518204)","('pomedhistory', 0.04647766053676605)","('prss', 0.04591383412480354)","('potreatment', 0.04488898813724518)","('prbehavior', 0.03562381491065025)"
23,"('otreatment', 0.29052844643592834)","('iprocedure', 0.20168069005012512)","('opatient', 0.10351257771253586)","('idiagnostic', 0.09665365517139435)","('prdisease', 0.0915963277220726)","('podisease', 0.09130866825580597)","('poss', 0.06998956203460693)","('iss', 0.0699663981795311)","('pophyconditon', 0.06988274306058884)","('poprocedure', 0.062298405915498734)","('posize', 0.06143341585993767)","('idisease', 0.05584689974784851)","('idiagnostictest', 0.05457272380590439)","('pogender', 0.05408519133925438)","('prss', 0.05197817087173462)","('poage', 0.04915297031402588)","('poclinical', 0.041546780616045)","('potreatment', 0.040300074964761734)","('pomedhistory', 0.0376097746193409)","('prbehavior', 0.03498193994164467)"
24,"('otreatment', 0.326856791973114)","('iprocedure', 0.16466066241264343)","('opatient', 0.10889671742916107)","('idiagnostic', 0.09785178303718567)","('prdisease', 0.09758112579584122)","('podisease', 0.09146015346050262)","('poss', 0.07836417853832245)","('pophyconditon', 0.07774785906076431)","('iss', 0.07391493022441864)","('poprocedure', 0.06831199675798416)","('posize', 0.06360312551259995)","('idisease', 0.06083705276250839)","('prss', 0.05925090238451958)","('pogender', 0.05889931321144104)","('idiagnostictest', 0.05705859139561653)","('poage', 0.05484454706311226)","('poclinical', 0.04283296689391136)","('potreatment', 0.042686525732278824)","('pomedhistory', 0.040885694324970245)","('prbehavior', 0.038456954061985016)"
25,"('otreatment', 0.3305649161338806)","('iprocedure', 0.13935363292694092)","('opatient', 0.1164531409740448)","('podisease', 0.10269129276275635)","('prdisease', 0.09398620575666428)","('idiagnostic', 0.0929601788520813)","('pophyconditon', 0.08285436034202576)","('poss', 0.08203691244125366)","('iss', 0.07393047958612442)","('poprocedure', 0.06991396099328995)","('posize', 0.06654094159603119)","('idisease', 0.05948164686560631)","('prss', 0.058911100029945374)","('pogender', 0.05836423113942146)","('idiagnostictest', 0.05499754101037979)","('poage', 0.053784970194101334)","('potreatment', 0.04380744323134422)","('poclinical', 0.04360482841730118)","('pomedhistory', 0.039184655994176865)","('prbehavior', 0.03735211864113808)"
26,"('otreatment', 0.29076239466667175)","('iprocedure', 0.13233298063278198)","('opatient', 0.11510912328958511)","('podisease', 0.11199451982975006)","('idiagnostic', 0.08844871073961258)","('prdisease', 0.08526469767093658)","('pophyconditon', 0.08236216008663177)","('poss', 0.08216367661952972)","('posize', 0.07265986502170563)","('iss', 0.07206648588180542)","('poprocedure', 0.06633229553699493)","('pogender', 0.058697231113910675)","('prss', 0.056449711322784424)","('idisease', 0.05493461340665817)","('poage', 0.05345246195793152)","('idiagnostictest', 0.05335863307118416)","('poclinical', 0.04301398992538452)","('potreatment', 0.042749058455228806)","('pomedhistory', 0.03840085119009018)","('prbehavior', 0.03734387084841728)"
27,"('otreatment', 0.3807215392589569)","('iprocedure', 0.13641801476478577)","('opatient', 0.12264710664749146)","('prdisease', 0.10609909892082214)","('idiagnostic', 0.10101046413183212)","('podisease', 0.09780102223157883)","('pophyconditon', 0.0861925482749939)","('poss', 0.08569920808076859)","('iss', 0.08218147605657578)","('poprocedure', 0.07566532492637634)","('idisease', 0.06744702160358429)","('prss', 0.0669744461774826)","('posize', 0.06630805134773254)","('pogender', 0.06220925226807594)","('idiagnostictest', 0.05985468253493309)","('poage', 0.059672851115465164)","('potreatment', 0.047358427196741104)","('poclinical', 0.04685862734913826)","('pomedhistory', 0.04327382892370224)","('prbehavior', 0.04104684665799141)"
28,"('otreatment', 0.2769927382469177)","('iprocedure', 0.14683403074741364)","('opatient', 0.11046229302883148)","('podisease', 0.1064176857471466)","('idiagnostic', 0.08717714250087738)","('prdisease', 0.08316483348608017)","('pophyconditon', 0.08281221240758896)","('poss', 0.08169778436422348)","('iss', 0.0681506097316742)","('posize', 0.06751246005296707)","('poprocedure', 0.06544528901576996)","('pogender', 0.059039607644081116)","('idiagnostictest', 0.05388082191348076)","('idisease', 0.053276631981134415)","('prss', 0.052692048251628876)","('poage', 0.052651431411504745)","('poclinical', 0.041733089834451675)","('potreatment', 0.040393464267253876)","('pomedhistory', 0.03745083138346672)","('prbehavior', 0.03598008304834366)"
29,"('posize', 0.3418744206428528)","('iprocedure', 0.2066120058298111)","('podisease', 0.18132524192333221)","('otreatment', 0.13168907165527344)","('poage', 0.12648600339889526)","('opatient', 0.10765912383794785)","('idiagnostic', 0.09582864493131638)","('poss', 0.09259560704231262)","('prdisease', 0.08981068432331085)","('pogender', 0.08440865576267242)","('iss', 0.08093924075365067)","('idiagnostictest', 0.07679861783981323)","('pophyconditon', 0.07253480702638626)","('potreatment', 0.07189484685659409)","('pomedhistory', 0.06691203266382217)","('prss', 0.06631550192832947)","('poclinical', 0.0655723363161087)","('idisease', 0.06294242292642593)","('poprocedure', 0.04967496544122696)","('prbehavior', 0.04786985367536545)"
30,"('iprocedure', 0.20286399126052856)","('posize', 0.1967616081237793)","('podisease', 0.1696603000164032)","('poage', 0.1418796181678772)","('otreatment', 0.10295535624027252)","('opatient', 0.10049973428249359)","('poss', 0.09725197404623032)","('idiagnostic', 0.08956050127744675)","('pogender', 0.08002978563308716)","('iss', 0.07307907938957214)","('pophyconditon', 0.07187597453594208)","('idiagnostictest', 0.07059777528047562)","('prdisease', 0.06946498900651932)","('poclinical', 0.06679731607437134)","('pomedhistory', 0.06549594551324844)","('potreatment', 0.06168883666396141)","('prss', 0.053054746240377426)","('prbehavior', 0.048662375658750534)","('poprocedure', 0.047681353986263275)","('idisease', 0.04638916626572609)"
31,"('iprocedure', 0.16543494164943695)","('otreatment', 0.16472730040550232)","('podisease', 0.15022490918636322)","('posize', 0.09490930289030075)","('opatient', 0.08617518842220306)","('poss', 0.08294252306222916)","('idiagnostic', 0.08000873774290085)","('prdisease', 0.07045351713895798)","('pophyconditon', 0.06989020109176636)","('iss', 0.06652896106243134)","('poage', 0.05980139598250389)","('idiagnostictest', 0.05148988589644432)","('prss', 0.051280245184898376)","('poprocedure', 0.05117923021316528)","('pogender', 0.05072593688964844)","('poclinical', 0.04679764062166214)","('idisease', 0.046370700001716614)","('potreatment', 0.04584348574280739)","('pomedhistory', 0.037032268941402435)","('prbehavior', 0.03696923330426216)"
32,"('iprocedure', 0.1912059634923935)","('otreatment', 0.17613662779331207)","('podisease', 0.12550756335258484)","('opatient', 0.0929836854338646)","('poss', 0.08146746456623077)","('idiagnostic', 0.07969775795936584)","('pophyconditon', 0.07820534706115723)","('prdisease', 0.06917903572320938)","('posize', 0.06916967034339905)","('iss', 0.06051865592598915)","('poprocedure', 0.05632195994257927)","('pogender', 0.05338156595826149)","('idiagnostictest', 0.05209868773818016)","('poage', 0.05164746195077896)","('prss', 0.04729624092578888)","('idisease', 0.04383783042430878)","('poclinical', 0.04149577021598816)","('potreatment', 0.04102209582924843)","('pomedhistory', 0.037555910646915436)","('prbehavior', 0.03410819545388222)"
33,"('iprocedure', 0.5005550384521484)","('otreatment', 0.13873076438903809)","('podisease', 0.10258343070745468)","('idiagnostic', 0.09606423228979111)","('posize', 0.09025725722312927)","('prdisease', 0.08163969218730927)","('opatient', 0.0813094824552536)","('iss', 0.06867686659097672)","('poss', 0.06332801282405853)","('idiagnostictest', 0.06028735265135765)","('poage', 0.05985833331942558)","('pophyconditon', 0.0584096759557724)","('pogender', 0.054827846586704254)","('poclinical', 0.050604142248630524)","('idisease', 0.04792651906609535)","('poprocedure', 0.046027954667806625)","('prss', 0.045426029711961746)","('potreatment', 0.0433121994137764)","('pomedhistory', 0.043155886232852936)","('prbehavior', 0.0340861976146698)"
34,"('iprocedure', 0.550713062286377)","('otreatment', 0.12249782681465149)","('podisease', 0.10996419191360474)","('posize', 0.10871021449565887)","('idiagnostic', 0.10019584000110626)","('opatient', 0.08650907129049301)","('prdisease', 0.0795590877532959)","('iss', 0.07452600449323654)","('poage', 0.07305683940649033)","('poss', 0.06764346361160278)","('idiagnostictest', 0.06582947820425034)","('pophyconditon', 0.06076445057988167)","('pogender', 0.05950232222676277)","('poclinical', 0.057799067348241806)","('pomedhistory', 0.05209871381521225)","('idisease', 0.048128873109817505)","('potreatment', 0.04616237431764603)","('poprocedure', 0.04614237695932388)","('prss', 0.045326780527830124)","('prbehavior', 0.035732682794332504)"
35,"('iprocedure', 0.261139839887619)","('posize', 0.1533370316028595)","('podisease', 0.12545578181743622)","('otreatment', 0.11186366528272629)","('poage', 0.08046702295541763)","('opatient', 0.07964210957288742)","('idiagnostic', 0.07794690877199173)","('poss', 0.07398993521928787)","('pogender', 0.06385505199432373)","('prdisease', 0.06364516913890839)","('pophyconditon', 0.0602455735206604)","('iss', 0.05888211354613304)","('idiagnostictest', 0.05839277431368828)","('poclinical', 0.04599263519048691)","('pomedhistory', 0.043272897601127625)","('potreatment', 0.043026961386203766)","('prss', 0.0424746535718441)","('poprocedure', 0.0420229472219944)","('idisease', 0.04016502574086189)","('prbehavior', 0.034599434584379196)"
36,"('otreatment', 0.30850479006767273)","('iprocedure', 0.14876393973827362)","('opatient', 0.10796982795000076)","('podisease', 0.10766256600618362)","('idiagnostic', 0.09536715596914291)","('prdisease', 0.09197880327701569)","('poss', 0.07797871530056)","('pophyconditon', 0.07693514227867126)","('iss', 0.07560276985168457)","('posize', 0.06606591492891312)","('poprocedure', 0.06363242119550705)","('prss', 0.05946584418416023)","('idisease', 0.05862890183925629)","('idiagnostictest', 0.05310118943452835)","('poage', 0.05237787216901779)","('pogender', 0.051748696714639664)","('poclinical', 0.04452263563871384)","('potreatment', 0.04381373152136803)","('pomedhistory', 0.037771012634038925)","('prbehavior', 0.037066686898469925)"
37,"('otreatment', 0.2593112289905548)","('iprocedure', 0.17092597484588623)","('podisease', 0.1072610542178154)","('opatient', 0.09781810641288757)","('idiagnostic', 0.09291322529315948)","('prdisease', 0.08367618173360825)","('poss', 0.07236503809690475)","('pophyconditon', 0.07156755775213242)","('iss', 0.06848752498626709)","('posize', 0.06362956762313843)","('poprocedure', 0.05900348722934723)","('prss', 0.05307941138744354)","('idisease', 0.05245186388492584)","('idiagnostictest', 0.050649724900722504)","('poage', 0.0493415966629982)","('pogender', 0.04926137998700142)","('poclinical', 0.04202704131603241)","('potreatment', 0.04079465568065643)","('pomedhistory', 0.03514471650123596)","('prbehavior', 0.03468013554811478)"
38,"('otreatment', 0.28714749217033386)","('iprocedure', 0.150578111410141)","('podisease', 0.11118961870670319)","('opatient', 0.10361069440841675)","('idiagnostic', 0.09424512833356857)","('prdisease', 0.0892258733510971)","('poss', 0.07620632648468018)","('iss', 0.0748119130730629)","('pophyconditon', 0.07454120367765427)","('posize', 0.06753427535295486)","('poprocedure', 0.06111948937177658)","('prss', 0.058620620518922806)","('idisease', 0.05692175403237343)","('poage', 0.052052006125450134)","('idiagnostictest', 0.05171175301074982)","('pogender', 0.050321564078330994)","('poclinical', 0.044178228825330734)","('potreatment', 0.04328324645757675)","('pomedhistory', 0.03690814971923828)","('prbehavior', 0.03684762865304947)"
39,"('iprocedure', 0.19198466837406158)","('posize', 0.13252736628055573)","('otreatment', 0.12894311547279358)","('podisease', 0.12434900552034378)","('opatient', 0.08263873308897018)","('poss', 0.07976209372282028)","('poage', 0.07392430305480957)","('idiagnostic', 0.07315220683813095)","('pogender', 0.06861122697591782)","('pophyconditon', 0.06719420850276947)","('prdisease', 0.06449113041162491)","('iss', 0.05872281640768051)","('idiagnostictest', 0.05673105642199516)","('poprocedure', 0.04711509123444557)","('prss', 0.04412286728620529)","('poclinical', 0.043866824358701706)","('potreatment', 0.042013850063085556)","('idisease', 0.04132330045104027)","('pomedhistory', 0.04105234146118164)","('prbehavior', 0.037245649844408035)"
