,posize,podisease,iprocedure,iss,opatient,otreatment,prdisease,pogender,idiagnostic,idiagnostictest,poage,pophyconditon,idisease,prss,poss,potreatment,poprocedure,poclinical,prbehavior,pomedhistory,text,file_path
22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,sample size was calculated with a two tailed alpha of 0 05 and a power of 95 to detect a 5 h difference in induction to delivery time,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11212999_element.csv
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sample size was calculated with a two tailed alpha of 0 05 and a power of 95 to detect,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11212999_element.csv
24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,women randomised to vaginal misoprostol had the tablet placed by the resident or attending physician in the vaginal vault,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11212999_element.csv
25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,results the median induction to delivery time was significantly shorter with vaginal misoprostol 15 7 h range 4 3 55 7 compared with oral misoprostol 23 0 h range 3 2 141 7 p 0 0013,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11212999_element.csv
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,results the median induction to delivery time was with vaginal misoprostol 15 7 h range 4 3 55 7 compared with oral misoprostol 23 0 h range 3 2 141 7 p 0 0013,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11212999_element.csv
27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conclusions compared with oral misoprostol vaginal misoprostol for induction of labour at term results in a shorter induction to delivery time with fewer doses required per patient,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11212999_element.csv
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conclusions compared with oral misoprostol vaginal misoprostol for induction of labour at term results in,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11212999_element.csv
29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vaginal misoprostol may be associated with higher rates of caesarean section than oral misoprostol,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11212999_element.csv
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vaginal misoprostol may be associated with than oral misoprostol,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11212999_element.csv
31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,although there was no statistically significant difference between oral and vaginal misoprostol with respect to emergency caesarean sections it is important to note that there were more emergency caesarean sections in the vaginal group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11212999_element.csv
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,although there was between oral and vaginal misoprostol with respect to emergency caesarean sections it is important to note that there were more emergency caesarean sections in the vaginal group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11212999_element.csv
33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,in total 103 patients were recruited 51 in the misoprostol group and 52 in the placebo group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,in total were recruited 51 in the misoprostol group and 52 in the placebo group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,the aim of this study was to examine the efficacy of oral misoprostol as an oxytocic agent in women with prom and to monitor the incidence of adverse maternal and fetal effects in the treatment arm of the study,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the aim of this study was to examine,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,at the time of recruitment the women received one of the tablets and both groups re ceived again the same drug as before misoprostol,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,at the time of recruitment received one of the tablets and both groups re ceived again the same drug as before misoprostol,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,at the time of recruitment the women received one of the tablets and both groups received again the same drug as before misoprostol,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,at the time of recruitment,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,an initial continuous ctg for 1 h was recorded followed by intermittent ctg or continuous ctg once in active labor,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the vitamin c tablet was nearly identical in appearance with the misoprostol tablet and has no known effect on labor,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t and has no known effect on labor,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oral misoprostol in the suggested dose is an effective oxytocic when used for induction of labor in women with prom,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oral misoprostol in the suggested dose is when used for induction of labor in women with prom,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oral misoprostol significantly reduced the proportion of women with prom undelivered within 12 h of treatment,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oral misoprostol significantly within 12 h of treatment,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
48,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,in addition significantly fewer patients were undelivered after 24 h and the rupture of membranes to delivery interval was significantly reduced,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,in addition after 24 h and the rupture of membranes to delivery interval was significantly reduced,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,in addition significantly fewer patients were undelivered after 24 h and the,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,this study also showed increased patient satisfaction when the vaginal approach w x was avoided 2,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,this study also showed when the vaginal approach w x was avoided 2,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11226441_element.csv
53,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,patients a total of 3086 adults aged 18 years or older with unstable angina or non q wave acute myocardial infarction,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11277825_element.csv
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,patients a total of aged 18 years or older with unstable angina or non q wave acute myocardial infarction,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11277825_element.csv
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,patients a total of 3086 adults with unstable angina or non q wave acute myocardial infarction,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11277825_element.csv
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,patients a total of 3086 adults aged 18 years or older with,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11277825_element.csv
57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eligible patients were adults aged 18 years or older with chest pain or discomfort of at least 15 minutes duration that occurred at rest or with minimal exertion within the 24 hour period preceding hospitalization and represented a change from their usual anginal pattern,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11277825_element.csv
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eligible patients were adults aged 18 years or older with within the 24 hour period preceding hospitalization and represented a change from their usual anginal pattern,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11277825_element.csv
59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,between 24 and 96 hours after hospital admission eligible patients were randomly assigned with stratification by center to double blind treatment with atorvastatin 80 mg d or matching placebo for 16 weeks,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11277825_element.csv
60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,between 24 and 96 hours after hospital admission eligible patients were randomly assigned with stratification by center to double blind treatment with atorvastatin 80 mg d or matching placebo for 16 weeks,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11277825_element.csv
61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,between may 1997 and september 1999 3086 patients were enrolled 1538 were randomly assigned to receive atorvastatin and 1548 to receive placebo figure 1,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11277825_element.csv
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,between may 1997 and september 1999 3086 patients were enrolled figure 1,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11277825_element.csv
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,between 24 and 96 hours after hospital admission eligible patients were randomly assigned with stratification by center to double blind treatment with atorvastatin 80 mg d or matching placebo for,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11277825_element.csv
64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the myocardial ischemia reduction with aggressive cholesterol lowering miracl study tested the hypothesis that treatment with atorvastatin 80 mg d initiated soon after presentation with unstable angina or non q wave acute mi reduces the occurrence of early recurrent ischemic events and death,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11277825_element.csv
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the myocardial ischemia reduction with aggressive cholesterol lowering miracl study tested the hypothesis that,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11277825_element.csv
66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,our finding that treatment with 80 mg d of atorvastatin initiated 24 to 96 hours after an acs reduces the risk of relative risk 95 confidence interval death nonfatal acute myocardial infarction and resuscitated cardiac arrest were not significantly reduced in the atorvastatin group compared with the placebo group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11277825_element.csv
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,our finding that and resuscitated cardiac arrest were not significantly reduced in the atorvastatin group compared with the placebo group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11277825_element.csv
68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,in conclusion the results of this trial indicate that treatment with 80 mg d of atorvastatin initiated during the acute phase of unstable angina or non q wave acute mi reduces the risk of early recurrent ischemic events primarily recurrent symptomatic ischemia requiring hospitalization,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11277825_element.csv
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,in conclusion the results of this trial indicate that,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11277825_element.csv
70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,participants two hundred and forty ve pregnant women at term with medical or obstetric indications for labour induction and unfavourable cervices,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,participants two hundred and forty ve at term with medical or obstetric indications for labour induction and unfavourable cervices,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,objective to compare the ef cacy of equivalent doses of orally administered with vaginally administered misoprostol in induction of labour at term,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,objective to at term,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,women with previous uterine surgery including a previous caesarean section with signi cant fetal or medical concerns or known contraindications to the use of prostaglandins were excluded,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,women with including a previous caesarean section with signi cant fetal or medical concerns or known contraindications to the use of prostaglandins were excluded,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a normal fetal heart tracing and a cervical bishops score of less than 8 were also criteria for inclusion,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,and a cervical bishops score of less than 8 were also criteria for inclusion,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,two hundred and forty ve women were recruited for the trial marginally over the intended sample size,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,were recruited for the trial marginally over the intended sample size,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,if a diagnosis of labour was made or the cervical bishop s score was 8 or more she was transferred to labour ward for arti cial rupture of membranes,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,if she was transferred to labour ward for arti cial rupture of membranes,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,methods the women were randomly assigned to receive 50mgm of misoprostol orally or vaginally four hourly to a maximum of ve doses,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,methods the women were four hourly to a maximum of ve doses,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the women were also asked to state their preference for the route of administration of the induction agent oral or vaginal if they were to have another induction,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the women for the route of administration of the induction agent oral or vaginal if they were to have another induction,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,two of the women who had a failed induction with oral misoprostol eventually went into labour with pge 2 vaginal gel but underwent caesarean sections for inadequate progress in labour,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,two of the women who with pge 2 vaginal gel but underwent caesarean sections for inadequate progress in labour,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,three others in the oral group did not respond to pge 2 and had abdominal deliveries along with the three women who opted for caesarean sections since they did not want to try pge 2,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,three others in the oral group and had abdominal deliveries along with the three women who opted for caesarean sections since they did not want to try pge 2,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,this showed that vaginal misoprostol resulted in signi cantly more women delivering within 24 hours of the induction with less need for oxytocin and lower operative delivery rates 3,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,this showed that with less need for oxytocin and lower operative delivery rates 3,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the mean induction to delivery interval in those who delivered vaginally was signi cantly shorter in the vaginal misoprostol group 17 8h vs 27 9h mean difference 10 1 h 95 ci 5 8 14 4 table 2 and the number of women who delivered with a single dose was higher 77 8 vs 51 1 rr 1 5 95 ci 1 2 2 0 as was the number who delivered within 24 hours of the start of the induction 80 vs 46 3 rr 1 5 95 ci 1 3 2 1,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the mean induction to delivery interval in those who 17 8h vs 27 9h mean difference 10 1 h 95 ci 5 8 14 4 table 2 and the number of women who delivered with a single dose was higher 77 8 vs 51 1 rr 1 5 95 ci 1 2 2 0 as was the number who delivered within 24 hours of the start of the induction 80 vs 46 3 rr 1 5 95 ci 1 3 2 1,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the number of women who received oxytocin augmentation was higher in the oral group although in those receiving oxytocin there was no signi cant difference in the mean amount given 5 7iu in the oral group vs 4 2iu in the vaginal group mean difference 1 5 95 ci of mean difference 0 5 to 13 4,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the number of women who received oxytocin augmentation was although in those receiving oxytocin there was no signi cant difference in the mean amount given 5 7iu in the oral group vs 4 2iu in the vaginal group mean difference 1 5 95 ci of mean difference 0 5 to 13 4,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,more women were delivered within 24 hours 80 vs 46 3 rr 1 7 95 ci 1 3 2 1 and fewer women needed oxytocin augmentation 39 vs 58 2 rr 0 67 95 ci 0 5 0 9 in the vaginal group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s 80 vs 46 3 rr 1 7 95 ci 1 3 2 1 and fewer women needed oxytocin augmentation 39 vs 58 2 rr 0 67 95 ci 0 5 0 9 in the vaginal group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,most of these women quoted the ease and less invasive nature of the oral administration as positive points and about 8 quoted the absence of restriction of movement following its administration as an additional advantage,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,most of these women quoted and about 8 quoted the absence of restriction of movement following its administration as an additional advantage,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv
100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,we aimed to assess endothelin 1 et 1 a potent melanocyte mitogen in plasma of puva treated paients with vitiligo,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11393383_element.csv
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,we aimed to in plasma of puva treated paients with vitiligo,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11393383_element.csv
102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,patients with psoriasis n 15 treated identically and healthy subjects not receiving any therapy n 15 served as controls,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11393383_element.csv
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n 15 treated identically and healthy subjects not receiving any therapy n 15 served as controls,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11393383_element.csv
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,patients with psoriasis n 15 treated identically and not receiving any therapy n 15 served as controls,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11393383_element.csv
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,they had not received any therapy including phototherapy at least 2 months before the study,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11393383_element.csv
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,they had at least 2 months before the study,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11393383_element.csv
107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,et 1 was sequentially assessed using elisa in patients with nonsegmental vitiligo treated with puva n 20 at 8 16 and 24 h following the puva session,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11393383_element.csv
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,et 1 was sequentially assessed using elisa in patients,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11393383_element.csv
