,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10,"('iprocedure', 0.2982237935066223)","('posize', 0.05230169743299484)","('podisease', 0.03591223433613777)","('idiagnostic', 0.03338669240474701)","('prdisease', 0.027902204543352127)","('otreatment', 0.025739243254065514)","('pogender', 0.02543414942920208)","('opatient', 0.02413811720907688)","('idiagnostictest', 0.019542163237929344)","('poage', 0.01927596889436245)","('iss', 0.018993321806192398)","('poss', 0.018424713984131813)","('pophyconditon', 0.017062295228242874)","('prss', 0.013575137592852116)","('potreatment', 0.013084386475384235)","('poprocedure', 0.012876360677182674)","('idisease', 0.012017696164548397)","('poclinical', 0.010352921672165394)","('pomedhistory', 0.00967183243483305)","('prbehavior', 0.008635948412120342)"
11,"('iprocedure', 0.4943679869174957)","('posize', 0.06424159556627274)","('idiagnostic', 0.04357530549168587)","('podisease', 0.03922301158308983)","('pogender', 0.034990094602108)","('prdisease', 0.03486813232302666)","('otreatment', 0.03305479884147644)","('opatient', 0.0297134667634964)","('iss', 0.02523990534245968)","('idiagnostictest', 0.02523842453956604)","('poss', 0.025101639330387115)","('poage', 0.023041261360049248)","('pophyconditon', 0.02135164849460125)","('potreatment', 0.019667649641633034)","('prss', 0.01883859746158123)","('idisease', 0.01812141202390194)","('poprocedure', 0.01706608571112156)","('poclinical', 0.016766078770160675)","('pomedhistory', 0.013941241428256035)","('prbehavior', 0.01305740512907505)"
12,"('iprocedure', 0.07351048290729523)","('posize', 0.04951648414134979)","('otreatment', 0.036570098251104355)","('opatient', 0.030693646520376205)","('podisease', 0.030348433181643486)","('idiagnostic', 0.02605602703988552)","('prdisease', 0.025649258866906166)","('poage', 0.02179185301065445)","('iss', 0.018417291343212128)","('pogender', 0.01763041689991951)","('idiagnostictest', 0.01717356964945793)","('pophyconditon', 0.016928119584918022)","('poss', 0.015339304693043232)","('prss', 0.013018235564231873)","('poprocedure', 0.011256050318479538)","('potreatment', 0.010714511387050152)","('idisease', 0.008946491405367851)","('prbehavior', 0.008097080513834953)","('pomedhistory', 0.006689047906547785)","('poclinical', 0.00567629374563694)"
13,"('iprocedure', 0.31535476446151733)","('posize', 0.05393815040588379)","('podisease', 0.03628833219408989)","('idiagnostic', 0.03286104276776314)","('prdisease', 0.028179341927170753)","('otreatment', 0.02755587175488472)","('pogender', 0.026137901470065117)","('opatient', 0.02439475804567337)","('idiagnostictest', 0.019632624462246895)","('iss', 0.0195135697722435)","('poss', 0.019218366593122482)","('poage', 0.01903771236538887)","('pophyconditon', 0.016880083829164505)","('prss', 0.01412027608603239)","('potreatment', 0.013736207038164139)","('poprocedure', 0.013102784752845764)","('idisease', 0.012170422822237015)","('poclinical', 0.01065086293965578)","('pomedhistory', 0.009528513997793198)","('prbehavior', 0.008915861137211323)"
14,"('otreatment', 0.6251195073127747)","('opatient', 0.12497652322053909)","('iprocedure', 0.047894906252622604)","('prdisease', 0.04724366217851639)","('iss', 0.043679386377334595)","('podisease', 0.03937331214547157)","('idiagnostic', 0.036991070955991745)","('posize', 0.036094509065151215)","('pophyconditon', 0.03138963505625725)","('prss', 0.02796580269932747)","('poss', 0.026902539655566216)","('idiagnostictest', 0.025846468284726143)","('poprocedure', 0.025007111951708794)","('potreatment', 0.0246131494641304)","('poage', 0.024584239348769188)","('pogender', 0.02355642430484295)","('idisease', 0.02175910584628582)","('prbehavior', 0.018529698252677917)","('poclinical', 0.017179187387228012)","('pomedhistory', 0.016580399125814438)"
15,"('otreatment', 0.64576655626297)","('opatient', 0.1232214942574501)","('prdisease', 0.05414029210805893)","('podisease', 0.04502084106206894)","('iprocedure', 0.04431605339050293)","('iss', 0.04363393783569336)","('idiagnostic', 0.03781503811478615)","('pophyconditon', 0.034317027777433395)","('posize', 0.0335426963865757)","('prss', 0.02858862467110157)","('poss', 0.028036316856741905)","('poprocedure', 0.02683373913168907)","('idiagnostictest', 0.026452675461769104)","('poage', 0.026254283264279366)","('potreatment', 0.025289004668593407)","('pogender', 0.024261802434921265)","('idisease', 0.022705279290676117)","('poclinical', 0.018038412556052208)","('prbehavior', 0.01786956563591957)","('pomedhistory', 0.017377343028783798)"
16,"('otreatment', 0.5069993734359741)","('opatient', 0.09778933227062225)","('prdisease', 0.04199434816837311)","('iprocedure', 0.03959367051720619)","('podisease', 0.038035012781620026)","('iss', 0.03551473096013069)","('idiagnostic', 0.03257877379655838)","('posize', 0.030501602217555046)","('pophyconditon', 0.027045050635933876)","('prss', 0.023906314745545387)","('poss', 0.022336021065711975)","('poage', 0.022291557863354683)","('idiagnostictest', 0.021629340946674347)","('pogender', 0.020362602546811104)","('potreatment', 0.020106252282857895)","('poprocedure', 0.019824333488941193)","('idisease', 0.016866927966475487)","('prbehavior', 0.014731839299201965)","('poclinical', 0.012890088371932507)","('pomedhistory', 0.012863675132393837)"
17,"('otreatment', 0.5674915313720703)","('opatient', 0.1180754229426384)","('prdisease', 0.04371146485209465)","('iprocedure', 0.04224414750933647)","('iss', 0.04022336006164551)","('podisease', 0.03876287117600441)","('idiagnostic', 0.03617895022034645)","('posize', 0.03428861126303673)","('pophyconditon', 0.02886674925684929)","('prss', 0.027474170550704002)","('poss', 0.024755703285336494)","('poage', 0.024334410205483437)","('idiagnostictest', 0.02416466549038887)","('potreatment', 0.022798525169491768)","('poprocedure', 0.022554917261004448)","('pogender', 0.02206413820385933)","('idisease', 0.019104300066828728)","('prbehavior', 0.017319034785032272)","('poclinical', 0.014607300981879234)","('pomedhistory', 0.014018777757883072)"
18,"('iprocedure', 0.09691120684146881)","('posize', 0.05386485159397125)","('podisease', 0.03252170979976654)","('otreatment', 0.028141692280769348)","('opatient', 0.026983775198459625)","('idiagnostic', 0.025694170966744423)","('prdisease', 0.025166625156998634)","('poage', 0.022046878933906555)","('pogender', 0.019441496580839157)","('iss', 0.018033325672149658)","('idiagnostictest', 0.017455335706472397)","('pophyconditon', 0.017023328691720963)","('poss', 0.01575557142496109)","('prss', 0.012279294431209564)","('poprocedure', 0.01138458214700222)","('potreatment', 0.01052455697208643)","('idisease', 0.009132323786616325)","('prbehavior', 0.00767632806673646)","('pomedhistory', 0.006988572888076305)","('poclinical', 0.00602406170219183)"
19,"('iprocedure', 0.06667652726173401)","('podisease', 0.04429386928677559)","('posize', 0.03805910795927048)","('otreatment', 0.037055425345897675)","('prdisease', 0.03485566005110741)","('idiagnostic', 0.025371676310896873)","('opatient', 0.025269489735364914)","('poage', 0.021877221763134003)","('pogender', 0.019637200981378555)","('pophyconditon', 0.019274743273854256)","('iss', 0.018752211704850197)","('poss', 0.016135066747665405)","('idiagnostictest', 0.015959331765770912)","('prss', 0.012031455524265766)","('poprocedure', 0.010609929449856281)","('potreatment', 0.010116486810147762)","('idisease', 0.009028040803968906)","('pomedhistory', 0.007330592256039381)","('prbehavior', 0.006425828207284212)","('poclinical', 0.005818999372422695)"
20,"('iprocedure', 0.3509322702884674)","('posize', 0.0533859021961689)","('idiagnostic', 0.03619103878736496)","('podisease', 0.03190775215625763)","('prdisease', 0.031402844935655594)","('otreatment', 0.031187767162919044)","('opatient', 0.026858529075980186)","('pogender', 0.02649124711751938)","('iss', 0.020488804206252098)","('idiagnostictest', 0.019456101581454277)","('poss', 0.019284341484308243)","('poage', 0.01847771368920803)","('pophyconditon', 0.01841825433075428)","('prss', 0.015292453579604626)","('potreatment', 0.01480948831886053)","('poprocedure', 0.01402198150753975)","('idisease', 0.013926566578447819)","('poclinical', 0.011907513253390789)","('pomedhistory', 0.011137489229440689)","('prbehavior', 0.009742860682308674)"
21,"('iprocedure', 0.37666991353034973)","('posize', 0.05439227446913719)","('idiagnostic', 0.03657479211688042)","('otreatment', 0.033633191138505936)","('podisease', 0.031374040991067886)","('prdisease', 0.03135490044951439)","('opatient', 0.02798394300043583)","('pogender', 0.02728208713233471)","('iss', 0.0210923720151186)","('idiagnostictest', 0.020091313868761063)","('poss', 0.019774120301008224)","('pophyconditon', 0.01877998374402523)","('poage', 0.01849675178527832)","('potreatment', 0.015989290550351143)","('prss', 0.015709400177001953)","('idisease', 0.014684358611702919)","('poprocedure', 0.014551994390785694)","('poclinical', 0.012847034260630608)","('pomedhistory', 0.011736716143786907)","('prbehavior', 0.010255477391183376)"
22,"('iprocedure', 0.37119922041893005)","('posize', 0.05383976921439171)","('idiagnostic', 0.03647644445300102)","('podisease', 0.03360552340745926)","('otreatment', 0.03171399608254433)","('prdisease', 0.031160373240709305)","('pogender', 0.027337929233908653)","('opatient', 0.027172287926077843)","('poss', 0.02052217163145542)","('iss', 0.0202949158847332)","('idiagnostictest', 0.020180242136120796)","('poage', 0.01939796656370163)","('pophyconditon', 0.018122272565960884)","('potreatment', 0.015242213383316994)","('prss', 0.01429498940706253)","('idisease', 0.014056026935577393)","('poprocedure', 0.013641993515193462)","('poclinical', 0.01267908327281475)","('pomedhistory', 0.011738680303096771)","('prbehavior', 0.009488088078796864)"
23,"('otreatment', 0.2152380794286728)","('opatient', 0.05500878393650055)","('iprocedure', 0.04465723782777786)","('prdisease', 0.028925716876983643)","('podisease', 0.02753537893295288)","('posize', 0.027216672897338867)","('idiagnostic', 0.025306008756160736)","('iss', 0.024264957755804062)","('pophyconditon', 0.018829625099897385)","('prss', 0.01608254201710224)","('idiagnostictest', 0.015656784176826477)","('poage', 0.015568263828754425)","('pogender', 0.015466427430510521)","('poss', 0.014533202163875103)","('potreatment', 0.01295026857405901)","('poprocedure', 0.012052564881742)","('idisease', 0.010312801226973534)","('prbehavior', 0.00904995109885931)","('pomedhistory', 0.008356189355254173)","('poclinical', 0.0077957469038665295)"
24,"('otreatment', 0.5168077945709229)","('opatient', 0.09183654934167862)","('iprocedure', 0.047896549105644226)","('prdisease', 0.04299173504114151)","('iss', 0.035312339663505554)","('podisease', 0.033894989639520645)","('idiagnostic', 0.03364534303545952)","('posize', 0.03160563111305237)","('pophyconditon', 0.026845533400774002)","('prss', 0.024752192199230194)","('poss', 0.02186870388686657)","('idiagnostictest', 0.021743247285485268)","('potreatment', 0.021157387644052505)","('poprocedure', 0.020883550867438316)","('poage', 0.020743215456604958)","('pogender', 0.020679529756307602)","('idisease', 0.017612876370549202)","('prbehavior', 0.01569935493171215)","('pomedhistory', 0.01370481587946415)","('poclinical', 0.013481701724231243)"
25,"('otreatment', 0.5754589438438416)","('opatient', 0.10896101593971252)","('prdisease', 0.04595945402979851)","('iprocedure', 0.043566808104515076)","('podisease', 0.03987019509077072)","('iss', 0.03873220086097717)","('idiagnostic', 0.034258514642715454)","('posize', 0.032220110297203064)","('pophyconditon', 0.030042102560400963)","('prss', 0.02506883628666401)","('poss', 0.02455834671854973)","('idiagnostictest', 0.02379796653985977)","('poage', 0.02378552407026291)","('potreatment', 0.022522306069731712)","('poprocedure', 0.022158976644277573)","('pogender', 0.02195754088461399)","('idisease', 0.020094968378543854)","('prbehavior', 0.01610131748020649)","('poclinical', 0.01567598432302475)","('pomedhistory', 0.015109625644981861)"
26,"('otreatment', 0.5914064049720764)","('opatient', 0.114251509308815)","('prdisease', 0.04657354578375816)","('iprocedure', 0.04298035800457001)","('iss', 0.0394454263150692)","('podisease', 0.03901590034365654)","('idiagnostic', 0.03546291962265968)","('posize', 0.032889727503061295)","('pophyconditon', 0.03006872348487377)","('prss', 0.026119552552700043)","('poss', 0.025067336857318878)","('poage', 0.024786746129393578)","('idiagnostictest', 0.024474792182445526)","('potreatment', 0.023448415100574493)","('poprocedure', 0.023119011893868446)","('pogender', 0.02251216024160385)","('idisease', 0.020494259893894196)","('prbehavior', 0.017346031963825226)","('poclinical', 0.015923822298645973)","('pomedhistory', 0.015304211527109146)"
27,"('otreatment', 0.38620713353157043)","('opatient', 0.08100888133049011)","('iprocedure', 0.04238031804561615)","('prdisease', 0.03393937647342682)","('posize', 0.02988971397280693)","('iss', 0.02965029701590538)","('podisease', 0.029649144038558006)","('idiagnostic', 0.02939786948263645)","('pophyconditon', 0.022618502378463745)","('prss', 0.019639216363430023)","('poage', 0.01914682798087597)","('idiagnostictest', 0.018978845328092575)","('poss', 0.01834358647465706)","('pogender', 0.017968077212572098)","('potreatment', 0.01712781749665737)","('poprocedure', 0.015978842973709106)","('idisease', 0.014012767933309078)","('prbehavior', 0.012529890052974224)","('pomedhistory', 0.010987336747348309)","('poclinical', 0.010565842501819134)"
28,"('podisease', 0.1449565291404724)","('posize', 0.0634194016456604)","('iprocedure', 0.06262374669313431)","('poage', 0.04981080815196037)","('prdisease', 0.04820749908685684)","('pophyconditon', 0.04105132073163986)","('idiagnostic', 0.037944961339235306)","('poss', 0.03230144828557968)","('opatient', 0.03025830164551735)","('pogender', 0.028935082256793976)","('otreatment', 0.027462895959615707)","('iss', 0.02433733269572258)","('idiagnostictest', 0.02310366928577423)","('poprocedure', 0.017700117081403732)","('pomedhistory', 0.017172876745462418)","('idisease', 0.016865262761712074)","('prss', 0.015419034287333488)","('potreatment', 0.013498276472091675)","('prbehavior', 0.009328745305538177)","('poclinical', 0.009097516536712646)"
29,"('podisease', 0.2019588053226471)","('posize', 0.07023368030786514)","('iprocedure', 0.06603498756885529)","('poage', 0.06248002499341965)","('prdisease', 0.06105703115463257)","('pophyconditon', 0.056186940521001816)","('idiagnostic', 0.04715239629149437)","('poss', 0.0397561751306057)","('opatient', 0.03543490916490555)","('otreatment', 0.03416630998253822)","('pogender', 0.03001478500664234)","('iss', 0.029807550832629204)","('idiagnostictest', 0.026880981400609016)","('idisease', 0.023628540337085724)","('pomedhistory', 0.02312646433711052)","('poprocedure', 0.02219739556312561)","('prss', 0.01909785531461239)","('potreatment', 0.015352158807218075)","('poclinical', 0.012817267328500748)","('prbehavior', 0.010860249400138855)"
30,"('iprocedure', 0.3833518624305725)","('posize', 0.06277112662792206)","('podisease', 0.03711232170462608)","('idiagnostic', 0.03639416769146919)","('pogender', 0.02974855899810791)","('prdisease', 0.029682056978344917)","('otreatment', 0.026546083390712738)","('opatient', 0.02568812482059002)","('idiagnostictest', 0.02208033762872219)","('poage', 0.021764811128377914)","('poss', 0.02173292264342308)","('iss', 0.02147158794105053)","('pophyconditon', 0.018557103350758553)","('potreatment', 0.015308926813304424)","('prss', 0.01507901307195425)","('poprocedure', 0.014387724921107292)","('idisease', 0.01388833113014698)","('poclinical', 0.01221088133752346)","('pomedhistory', 0.011157430708408356)","('prbehavior', 0.010064560920000076)"
31,"('iprocedure', 0.21232806146144867)","('posize', 0.06743655353784561)","('podisease', 0.039070360362529755)","('idiagnostic', 0.03187180310487747)","('prdisease', 0.02674563229084015)","('pogender', 0.025910476222634315)","('poage', 0.025267165154218674)","('opatient', 0.024746838957071304)","('otreatment', 0.0220026932656765)","('idiagnostictest', 0.0211559496819973)","('iss', 0.020122351124882698)","('poss', 0.01947828382253647)","('pophyconditon', 0.01821393519639969)","('prss', 0.013222772628068924)","('poprocedure', 0.013185332529246807)","('potreatment', 0.012123938649892807)","('idisease', 0.011537433601915836)","('prbehavior', 0.009444339200854301)","('pomedhistory', 0.008865294978022575)","('poclinical', 0.00838720053434372)"
32,"('otreatment', 0.6882345676422119)","('opatient', 0.13755673170089722)","('prdisease', 0.05680018290877342)","('podisease', 0.04970598220825195)","('iss', 0.049458425492048264)","('iprocedure', 0.04432156682014465)","('idiagnostic', 0.041381873190402985)","('pophyconditon', 0.03654211759567261)","('posize', 0.03611276298761368)","('prss', 0.03338564559817314)","('poss', 0.030735110864043236)","('poprocedure', 0.029418746009469032)","('potreatment', 0.02859949879348278)","('idiagnostictest', 0.02842104062438011)","('poage', 0.028328649699687958)","('pogender', 0.026766572147607803)","('idisease', 0.024423174560070038)","('prbehavior', 0.020728962495923042)","('poclinical', 0.019123312085866928)","('pomedhistory', 0.018061676993966103)"
33,"('otreatment', 0.7220807671546936)","('opatient', 0.14531299471855164)","('prdisease', 0.06366269290447235)","('podisease', 0.054210908710956573)","('iss', 0.05236542597413063)","('iprocedure', 0.05053507909178734)","('idiagnostic', 0.043731462210416794)","('pophyconditon', 0.040511202067136765)","('posize', 0.03819655627012253)","('prss', 0.03471013903617859)","('poss', 0.03418835625052452)","('poprocedure', 0.032739464193582535)","('potreatment', 0.03095860779285431)","('idiagnostictest', 0.03072715550661087)","('poage', 0.029721008613705635)","('pogender', 0.02853205054998398)","('idisease', 0.027913806959986687)","('poclinical', 0.02314780279994011)","('prbehavior', 0.02140285260975361)","('pomedhistory', 0.021029535681009293)"
34,"('otreatment', 0.7094864845275879)","('opatient', 0.14189554750919342)","('prdisease', 0.06617719680070877)","('podisease', 0.05853593721985817)","('iss', 0.04957981035113335)","('iprocedure', 0.04533231258392334)","('idiagnostic', 0.04353173077106476)","('pophyconditon', 0.042076461017131805)","('posize', 0.035236287862062454)","('prss', 0.03422822803258896)","('poss', 0.03293702378869057)","('poprocedure', 0.03224846348166466)","('poage', 0.030935723334550858)","('potreatment', 0.030109763145446777)","('idiagnostictest', 0.029995424672961235)","('pogender', 0.028181808069348335)","('idisease', 0.027385061606764793)","('poclinical', 0.022540666162967682)","('pomedhistory', 0.020418118685483932)","('prbehavior', 0.02039502188563347)"
35,"('podisease', 0.10152401030063629)","('iprocedure', 0.09583580493927002)","('posize', 0.06209304928779602)","('prdisease', 0.038401324301958084)","('poage', 0.03693351522088051)","('idiagnostic', 0.03360864147543907)","('pophyconditon', 0.030186530202627182)","('pogender', 0.02793683484196663)","('poss', 0.026305297389626503)","('opatient', 0.02504018507897854)","('otreatment', 0.021280532702803612)","('iss', 0.02126006782054901)","('idiagnostictest', 0.020269136875867844)","('poprocedure', 0.014486359432339668)","('idisease', 0.013449875637888908)","('pomedhistory', 0.013196281157433987)","('prss', 0.012757519260048866)","('potreatment', 0.01175711490213871)","('prbehavior', 0.008191550150513649)","('poclinical', 0.008129025809466839)"
36,"('iprocedure', 0.09771031886339188)","('podisease', 0.055090513080358505)","('posize', 0.04445023089647293)","('prdisease', 0.03349430114030838)","('idiagnostic', 0.028342729434370995)","('otreatment', 0.025567350909113884)","('poage', 0.023432478308677673)","('pogender', 0.02258380502462387)","('opatient', 0.0225223395973444)","('pophyconditon', 0.019801562651991844)","('iss', 0.019394628703594208)","('poss', 0.018886448815464973)","('idiagnostictest', 0.017337588593363762)","('prss', 0.012690620496869087)","('poprocedure', 0.01157163456082344)","('potreatment', 0.010415197350084782)","('idisease', 0.009728710167109966)","('pomedhistory', 0.007993778213858604)","('prbehavior', 0.006936877034604549)","('poclinical', 0.006791971158236265)"
37,"('podisease', 0.18322987854480743)","('iprocedure', 0.08047198504209518)","('posize', 0.06522359699010849)","('prdisease', 0.05674739554524422)","('pophyconditon', 0.0520043782889843)","('poage', 0.04942397028207779)","('idiagnostic', 0.04415646567940712)","('poss', 0.03481843322515488)","('otreatment', 0.031056800857186317)","('opatient', 0.030426928773522377)","('iss', 0.027184896171092987)","('pogender', 0.02567124180495739)","('idiagnostictest', 0.02241271734237671)","('idisease', 0.021651005372405052)","('pomedhistory', 0.02153865061700344)","('poprocedure', 0.019135382026433945)","('prss', 0.017862502485513687)","('potreatment', 0.013158109970390797)","('poclinical', 0.012826362624764442)","('prbehavior', 0.010271821171045303)"
38,"('podisease', 0.06382551789283752)","('iprocedure', 0.045357950031757355)","('posize', 0.04309062287211418)","('otreatment', 0.03559454157948494)","('prdisease', 0.03531123697757721)","('poage', 0.030091624706983566)","('opatient', 0.02833656780421734)","('idiagnostic', 0.025453612208366394)","('pophyconditon', 0.023497043177485466)","('pogender', 0.02286572754383087)","('iss', 0.020696328952908516)","('poss', 0.018763719126582146)","('idiagnostictest', 0.018300587311387062)","('prss', 0.012737486511468887)","('poprocedure', 0.012157158926129341)","('potreatment', 0.011410068720579147)","('idisease', 0.010895851068198681)","('pomedhistory', 0.009216909296810627)","('prbehavior', 0.007113348692655563)","('poclinical', 0.006133553571999073)"
39,"('iprocedure', 0.08253101259469986)","('posize', 0.056702740490436554)","('podisease', 0.039273522794246674)","('opatient', 0.027022143825888634)","('prdisease', 0.026746757328510284)","('otreatment', 0.02669636905193329)","('idiagnostic', 0.02590048871934414)","('poage', 0.025748498737812042)","('pogender', 0.020589830353856087)","('pophyconditon', 0.01877148076891899)","('iss', 0.018481306731700897)","('idiagnostictest', 0.01835205964744091)","('poss', 0.01670295000076294)","('prss', 0.012310215272009373)","('poprocedure', 0.011874228715896606)","('potreatment', 0.010980125516653061)","('idisease', 0.009566137567162514)","('prbehavior', 0.008188490755856037)","('pomedhistory', 0.007775737438350916)","('poclinical', 0.006097330711781979)"
